Title,Course Id,Type,Completion Status,Start Date,Completed Date,Length,Length Unit,Attempts
Data Mesh Architecture: Core Concepts,3807184,Online Course,Completed,2/16/2026,3/23/2026,1877,Seconds,1
Digital Transformation Blockers and Enablers,3978190,Online Course,Completed,3/16/2026,3/23/2026,3469,Seconds,1
Mastering Self-Motivation,2052266,Online Course,Completed,3/16/2026,3/23/2026,4116,Seconds,1
Storytelling to Influence Leadership and Decision Makers,4563131,Online Course,Completed,3/16/2026,3/23/2026,3147,Seconds,1
Synthetic Data: Advanced Concepts and Applications,4500031,Online Course,Completed,2/16/2026,3/23/2026,2293,Seconds,1
Understanding Machine Learning,PSL84609626.00,Online Course,Completed,5/4/2019,3/23/2026,,,1
NVIDIA Certified Associate AI Infrastructure and Operations (NCA-AIIO) Cert Prep,27401027,Online Course,Completed,3/19/2026,3/19/2026,16859,Seconds,1
AWS Maching Learning and Artificial Intelligence Fundamentals,PSL57719.00,Online Course,Completed,3/16/2026,3/16/2026,1414,Seconds,1
Build REST APIs with FastAPI,5964177,Online Course,Completed,2/16/2026,3/16/2026,4279,Seconds,1
Driving Digital Transformation with Generative AI and Predictive AI Technologies,4221168,Online Course,Completed,2/16/2026,3/16/2026,4168,Seconds,1
Hands-On AI: Build an Autonomous Agent with the Claude Agent SDK,7601006,Online Course,Completed,3/16/2026,3/16/2026,2439,Seconds,1
Introduction to Google Gemini,PSL88630.00,Online Course,Completed,3/16/2026,3/16/2026,1132,Seconds,1
Introduction to Google Gemini CLI,PSL87785.00,Online Course,Completed,3/16/2026,3/16/2026,2428,Seconds,1
Microsoft Certified: AI Business Professional (AB-730),S9310109,Online Course,Completed,,3/16/2026,2700,Seconds,1
Prompting Basics for Claude,PSL87268.00,Online Course,Completed,3/16/2026,3/16/2026,1267,Seconds,1
Analyze and visualize data using Microsoft 365 Copilot,0d93fd2c-5ae3-4cf3-859a-b9109fe2a986,Online Course,Completed,,3/12/2026,2760,Seconds,1
Define the role you want Microsoft 365 Copilot to play in your business workflow,a925beb2-dc53-42dc-ab67-296a82a1fef3,Online Course,Completed,,3/12/2026,2940,Seconds,1
Draft and refine business content using Microsoft 365 Copilot,eade0b2b-d834-49ad-8817-322fc32e59de,Online Course,Completed,,3/12/2026,2760,Seconds,1
Employ Copilot Chat as your AI assistant,83b242bc-e5b4-4ea5-b107-400cc8229fff,Online Course,Completed,,3/12/2026,3240,Seconds,1
Industry Conversations with AgentJ.ai,S9310279,Online Course,Completed,3/12/2026,3/12/2026,1224,Seconds,1
M365 E7 Conversations with Agent J.ai,S9312193,Online Course,Completed,3/12/2026,3/12/2026,900,Seconds,1
Manage meetings and collaboration using Microsoft 365 Copilot,d16743f9-8ac0-43bf-916d-b27d0d8c2c1d,Online Course,Completed,,3/12/2026,2700,Seconds,1
Transform business workflows with generative AI,0dc222e0-f424-4b3e-857e-dbd941b21ced,Online Course,Completed,,3/12/2026,16200,Seconds,1
What Is Generative AI?,6bacca51-da0c-47d0-a941-7ae3f7c28aed,Online Course,Completed,,3/12/2026,1800,Seconds,1
Analyze images with Content Understanding,62fc4e99-c83f-4184-ba3b-ea4c7428a1b4,Online Course,Completed,,3/11/2026,2580,Seconds,1
Build agent-driven workflows using Microsoft Foundry,c98553b7-6369-475f-89ac-b154f252d7f8,Online Course,Completed,,3/11/2026,3840,Seconds,1
Build knowledge-enhanced AI agents with Foundry IQ,a48ef9e9-b844-4a0b-8e4b-b487fb73746b,Online Course,Completed,,3/11/2026,4260,Seconds,1
Create a custom skill for Azure AI Search,4da71a5e-0c31-4765-87a0-392eb82eccba,Online Course,Completed,,3/11/2026,3960,Seconds,1
Create a knowledge mining solution with Azure AI Search,5be50307-b389-41e3-b6c0-d948803ba0fa,Online Course,Completed,,3/11/2026,4080,Seconds,1
Create a multimodal analysis solution with Azure Content Understanding,4108a876-1e67-4fd1-ae2b-f9cac505f685,Online Course,Completed,,3/11/2026,3600,Seconds,1
Create an Azure Content Understanding client application,cc3fba03-0229-4e84-a92a-4781a7f228a4,Online Course,Completed,,3/11/2026,3600,Seconds,1
Develop a generative AI chat app with Microsoft Foundry,d1eb7e15-52ff-4b59-a593-e5a611080fd5,Online Course,Completed,,3/11/2026,3180,Seconds,1
Develop a vision-enabled generative AI application,781e2d05-3b0c-4157-8b36-bd8c1e582bbd,Online Course,Completed,,3/11/2026,2580,Seconds,1
Develop AI agents on Azure,d7f0f7e4-3478-4db4-a5a0-5763a6de61d3,Online Course,Completed,,3/11/2026,35580,Seconds,1
Develop AI agents with Microsoft Foundry and Visual Studio Code,2c4ba3eb-9d53-4770-b1de-3b2e51573633,Online Course,Completed,,3/11/2026,5700,Seconds,1
Develop AI agents with the Microsoft Foundry extension in Visual Studio Code,19515555-8e6a-4585-9fb6-5ba3f6f58cfe,Online Course,Completed,,3/11/2026,2880,Seconds,1
Develop AI information extraction solutions in Azure,2eedd949-f65c-4167-81f8-afdcd2a2397c,Online Course,Completed,,3/11/2026,15480,Seconds,1
Develop computer vision solutions with Microsoft Foundry,eb2323a9-1cd6-402a-998e-15e6eb6bb568,Online Course,Completed,,3/11/2026,10020,Seconds,1
Develop generative AI apps in Azure,9af9756e-0460-4048-8c60-76b2adde0d91,Online Course,Completed,,3/11/2026,24720,Seconds,1
Discover Azure AI Agents with A2A,e73a88ce-15fa-452a-81c2-f04b3c030a76,Online Course,Completed,,3/11/2026,3360,Seconds,1
Generate videos with Microsoft Foundry,4b2c4759-4c22-430b-8f0c-35eb7ec759f8,Online Course,Completed,,3/11/2026,2880,Seconds,1
Get started with AI applications and agents on Azure,8d9f3b0e-44fc-4273-bc1d-5c437f5abdd2,Online Course,Completed,,3/11/2026,17940,Seconds,1
Get started with AI in Azure,92ecfb4b-7251-4a95-b1e9-98a085fcfbea,Online Course,Completed,,3/11/2026,3360,Seconds,1
Get started with AI-powered information extraction in Azure,78701799-6b0d-428a-907f-505e9fa2cffe,Online Course,Completed,,3/11/2026,2580,Seconds,1
Get started with computer vision in Azure,25b67ad7-d7de-4c79-997e-cf8ade8475ac,Online Course,Completed,,3/11/2026,3000,Seconds,1
Get started with generative AI and agents in Azure,c00606bc-6831-46b2-a8e0-075feede59b2,Online Course,Completed,,3/11/2026,3480,Seconds,1
Get started with speech in Azure,2f60e91d-659b-4728-9108-131ab862b2c7,Online Course,Completed,,3/11/2026,2820,Seconds,1
Get started with text analysis in Azure,1f46eaed-934c-4c27-a9b3-d0d8fef643ac,Online Course,Completed,,3/11/2026,2700,Seconds,1
Industry Conversations with AgentJ.ai,S9310279,Online Course,Completed,3/11/2026,3/11/2026,1224,Seconds,1
Integrate your agent with Microsoft 365,3fcd08eb-c196-4d91-8a47-833eb056e803,Online Course,Completed,,3/11/2026,4440,Seconds,1
Optimize generative AI model performance with Microsoft Foundry,af49a7dd-8975-486b-8d7d-5496dee4e86d,Online Course,Completed,,3/11/2026,7860,Seconds,1
"Select, deploy, and evaluate Microsoft Foundry models",f25f5eed-8370-471a-8307-ed07de50781f,Online Course,Completed,,3/11/2026,3780,Seconds,1
TS - Discover Azure AI Agents with A2A,11894,LearningPath,Completed,,3/11/2026,3360,Seconds,1
Build an Image Recognition Model,PSL85961.00,Online Course,Completed,3/9/2026,3/9/2026,3049,Seconds,1
Build with AI: Reasoning Models for AI Agents,5416179,Online Course,Completed,3/9/2026,3/9/2026,944,Seconds,1
Convolutional Neural Networks (CNNs),PSL87874.00,Online Course,Completed,3/9/2026,3/9/2026,3033,Seconds,1
Deep Learning Frameworks and Model Implementation,PSL91625.00,Online Course,Completed,3/9/2026,3/9/2026,4226,Seconds,1
Deep Learning Model Deployment,PSL85721.00,Online Course,Completed,3/9/2026,3/9/2026,4141,Seconds,1
End-to-End Real-World Data Engineering Project with Snowflake,3931000,Online Course,Completed,2/16/2026,3/9/2026,5779,Seconds,1
First Look: Anthropic Claude Opus 4.6 and Sonnet 4.6,PSL91572.00,Online Course,Completed,3/9/2026,3/9/2026,1894,Seconds,1
First Look: Claude Cowork,PSL90815.00,Online Course,Completed,3/9/2026,3/9/2026,1200,Seconds,1
First Look: Google Gemini 3.1 Pro,PSL92226.00,Online Course,Completed,3/9/2026,3/9/2026,1349,Seconds,1
First Look: OpenAI Codex App,PSL90313.00,Online Course,Completed,3/9/2026,3/9/2026,1787,Seconds,1
Natural Language Processing for Deep Learning,PSL86325.00,Online Course,Completed,3/9/2026,3/9/2026,4026,Seconds,1
Navigating the EU AI Act,4557035,Online Course,Completed,2/16/2026,3/9/2026,4967,Seconds,1
Transformers and LLMs,PSL85724.00,Online Course,Completed,3/9/2026,3/9/2026,3302,Seconds,1
"Build with AI: Data Pipelines with Cursor, Neon, and Streamlit",6098078,Online Course,Completed,1/26/2026,3/2/2026,9549,Seconds,1
Continuous Model Training with Evolving Data Streams,PSL50431.00,Online Course,Completed,3/2/2026,3/2/2026,,,1
Deploy Trained Models,PSL22675.00,Online Course,Completed,3/2/2026,3/2/2026,,,1
Domain-driven Design: CQRS in Practice,PSL79437.00,Online Course,Completed,2/23/2026,3/2/2026,9789,Seconds,1
Efficient Data Feeding and Labeling for Model Training,PSL22751.00,Online Course,Completed,3/2/2026,3/2/2026,,,1
Hands-On AI: RAG using LlamaIndex,3830207,Online Course,Completed,1/26/2026,3/2/2026,23145,Seconds,1
Monitor and Evaluate Model Performance During Training,PSL22606.00,Online Course,Completed,3/2/2026,3/2/2026,,,1
Prevent Overfitting in Model Training,PSL22554.00,Online Course,Completed,3/2/2026,3/2/2026,,,1
Security Risks in AI and Machine Learning: Categorizing Attacks and Failure Modes,5249110,Online Course,Completed,2/16/2026,3/2/2026,6393,Seconds,1
Tech Connect Keynotes in 7: What Matters for Customer Conversations,S9311895,Online Course,Completed,2/27/2026,2/27/2026,1224,Seconds,1
Advanced Canvas App Development in Power Apps: Mastering Formulas and Development Techniques,71028ac5-a925-4208-9c6c-9bd39378705d,Online Course,Completed,,2/24/2026,5520,Seconds,1
Automate your workflow with GitHub Actions Part 1 of 2,cbc79575-5d2d-4d3b-8f13-9b6b09708452,Online Course,Completed,,2/24/2026,12420,Seconds,1
Automate your workflow with GitHub Actions Part 2 of 2,1e786fe6-533e-41b0-8780-7b415fdfde57,Online Course,Completed,,2/24/2026,8280,Seconds,1
Basic application lifecycle management in Microsoft Power Platform,79f3a965-39f4-4d64-89f1-126da9a73664,Online Course,Completed,,2/24/2026,3900,Seconds,1
Build and optimize cloud flows in Power Automate,d30e25f2-9b73-4666-9780-d586293fa3c4,Online Course,Completed,,2/24/2026,9540,Seconds,1
Build web apps with ASP.NET Core for beginners,391eac94-f50f-4831-b53a-e2f82a869cd8,Online Course,Completed,,2/24/2026,10740,Seconds,1
Common Linux server configurations,13d76dc0-17bd-4010-9916-0c145d5284c2,Online Course,Completed,,2/24/2026,5520,Seconds,1
Configure and govern entitlement with Microsoft Entra ID,86950fe0-853c-492d-b514-05d732b5e03b,Online Course,Completed,,2/24/2026,12180,Seconds,1
Configure storage and file services,bc3ce8ea-9152-4e3c-b557-5f4dee4e0aa5,Online Course,Completed,,2/24/2026,20520,Seconds,1
Connect and share cloud flow to desktop flows in Power Automate for desktop,64d4486f-2c21-4f3d-81ea-aedd513a4a0d,Online Course,Completed,,2/24/2026,4500,Seconds,1
Create surveys with Dynamics 365 Customer Voice,3ff92c51-2e80-4da3-b4fa-f05695d05bb2,Online Course,Completed,,2/24/2026,20580,Seconds,1
Create vision models with Azure AI Custom Vision,a27f7e1b-a046-49c0-9280-4c30539d6c8c,Online Course,Completed,,2/24/2026,7680,Seconds,1
Deploy and manage identity infrastructure,85b72b5e-434d-495e-bfe9-8757a46e63b8,Online Course,Completed,,2/24/2026,22620,Seconds,1
Desktop flows and Robotic Process Automation in Power Automate,920d02d3-b92b-4e11-a6a2-ff445d937c6d,Online Course,Completed,,2/24/2026,22320,Seconds,1
Expand the capabilities for Java apps on Azure,62e81820-2527-4df6-a478-815e3cd52641,Online Course,Completed,,2/24/2026,5040,Seconds,1
Extend and manage Microsoft Copilot Studio agents,af9591d7-730b-4a4c-9990-4b216d19e94a,Online Course,Completed,,2/24/2026,6840,Seconds,1
Get started with custom connectors for Microsoft Power Platform,459039d3-424b-4066-b1ff-0389499180e1,Online Course,Completed,,2/24/2026,13020,Seconds,1
GitHub fundamentals - Administration basics and product features Part 1 of 2,0169ff5f-9ba9-4301-8338-b8b580ea526f,Online Course,Completed,,2/24/2026,11700,Seconds,1
GitHub responsible AI,1d59f259-7b9a-4f04-bf73-2254f3b6315b,Online Course,Completed,,2/24/2026,7500,Seconds,1
Implement and operate an on-premises and hybrid networking infrastructure,efc4126d-acd5-4cca-9960-f96b23c8ab94,Online Course,Completed,,2/24/2026,25500,Seconds,1
Implement disaster recovery in Windows Server on-premises and hybrid environments,c990958f-59dc-49a4-80f0-7eaad597cb9c,Online Course,Completed,,2/24/2026,10740,Seconds,1
Implement Windows Server high availability,4cb99a02-c4a5-439c-8643-86882e115cea,Online Course,Completed,,2/24/2026,15360,Seconds,1
Leadership in the modern workplace,576cfd99-aa60-4532-91ab-3e193d0b357d,Online Course,Completed,,2/24/2026,9120,Seconds,1
Manage virtualization and containers in a hybrid environment,ad233370-4c31-4bc7-908d-a52b113c7d45,Online Course,Completed,,2/24/2026,25320,Seconds,1
Migrate Windows Server workloads to Azure,8fbf27a8-1343-400e-992c-6283ab1aa9dd,Online Course,Completed,,2/24/2026,10500,Seconds,1
"Monitor hybrid virtual machines, containers, and network resources",7549a804-aca6-4bb7-8378-a57516121d06,Online Course,Completed,,2/24/2026,5940,Seconds,1
Optimize business processes with Microsoft 365 Copilot,2a0392cf-b34e-4206-a420-8697a7e86e30,Online Course,Completed,,2/24/2026,11580,Seconds,1
"Power Platform Solution Management: Sharing, Customization, and Low-Code Development Essentials",a3f0f8ce-1632-40db-be29-8924c9fa385a,Online Course,Completed,,2/24/2026,8760,Seconds,1
The inclusive classroom: Find the correct learning tools to help all students achieve more,21ed09a7-bde5-4fa9-af53-60a799128038,Online Course,Completed,,2/24/2026,10740,Seconds,1
Train and manage a machine learning model with Azure Machine Learning,2c971a18-c831-4027-8bd1-deada2cdc918,Online Course,Completed,,2/24/2026,16440,Seconds,1
Use advance techniques in canvas apps to perform custom updates and optimization,4bcdf2fd-2598-4110-af1c-b608d1c7f2da,Online Course,Completed,,2/24/2026,23820,Seconds,1
Work with integration tools in finance and operations apps,ce7ac20d-4ff8-4f06-aca0-3e36b8766b12,Online Course,Completed,,2/24/2026,28080,Seconds,1
Work with Power Automate error handling and expressions,93802d0a-1af7-42b7-9f35-00cc7b50a1bf,Online Course,Completed,,2/24/2026,3240,Seconds,1
AI-Assisted Analytics Engineering with dbt Copilot,4094128,Online Course,Completed,1/26/2026,2/23/2026,3292,Seconds,1
Build with AI: Create an Agent with GPT-OSS,4673013,Online Course,Completed,1/26/2026,2/23/2026,4112,Seconds,1
Microsoft Certified: AI Transformation Leader (AB-731),S9310111,Online Course,Completed,,2/23/2026,2700,Seconds,1
Microsoft Certified: Azure AI Fundamentals (AI-900),S9198729,Online Course,Completed,,2/19/2026,3600,Seconds,1
(AI-900) Get started with AI-powered information extraction in Microsoft Foundry,5fa0844f-5ffa-4d63-9f81-b9e463f1ae18,Online Course,Completed,,2/16/2026,3600,Seconds,1
(AI-900) Get started with computer vision in Microsoft Foundry,046dd87c-7909-4d9c-86c5-3d22d62a28cd,Online Course,Completed,,2/16/2026,3000,Seconds,1
(AI-900) Get started with generative AI and agents in Microsoft Foundry,40d453e8-02ae-40a8-b9eb-8eb94880410a,Online Course,Completed,,2/16/2026,4020,Seconds,1
(AI-900) Get started with Microsoft Foundry,c5ca8653-d01c-40a7-ab42-91678eed2962,Online Course,Completed,,2/16/2026,3000,Seconds,1
(AI-900) Get started with natural language processing in Microsoft Foundry,f443a1be-49bc-456f-9e6f-c8a4ceb46a6a,Online Course,Completed,,2/16/2026,2700,Seconds,1
AI concepts for developers and technology professionals,63c0bdae-bf77-4756-9e93-4fe0006d6142,Online Course,Completed,,2/16/2026,11820,Seconds,1
"Clean Architecture: Patterns, Practices, and Principles",PSL1032860298.00,Online Course,Completed,2/16/2026,2/16/2026,8455,Seconds,1
"Creating Advanced AI Applications with Python, APIs, and GitHub Models",5206519,Online Course,Completed,1/26/2026,2/16/2026,4626,Seconds,1
Domain-Driven Design in Practice,PSL84046.00,Online Course,Completed,2/16/2026,2/16/2026,8614,Seconds,1
Domain-driven Design: Preserving Encapsulation with EF Core,PSL79510.00,Online Course,Completed,2/16/2026,2/16/2026,5922,Seconds,1
Domain-driven Design: Refactoring an Anemic Domain Model,PSL88380.00,Online Course,Completed,2/16/2026,2/16/2026,6345,Seconds,1
Domain-driven Design: Specification Pattern,PSL78305.00,Online Course,Completed,2/16/2026,2/16/2026,5707,Seconds,1
Domain-Driven Design: Working with Legacy Projects,PSL83161.00,Online Course,Completed,2/16/2026,2/16/2026,4814,Seconds,1
Hands-On AI: Introduction to Retrieval-Augmented Generation (RAG),2023442,Online Course,Completed,1/26/2026,2/16/2026,2347,Seconds,1
Introduction to AI in Azure,c70b4bde-ec4b-43ee-a098-50ed3152f69d,Online Course,Completed,,2/16/2026,40140,Seconds,1
Introduction to AI speech concepts,7d8d792d-a587-4d0d-b81d-230bb3c828a1,Online Course,Completed,,2/16/2026,1680,Seconds,1
Introduction to AI-powered information extraction concepts,cd6943b6-bb9a-4d0a-ab96-ca581deb7475,Online Course,Completed,,2/16/2026,1680,Seconds,1
Introduction to Azure AI Foundry: Exploring Services and Capabilities,6038105,Online Course,Completed,1/26/2026,2/16/2026,5828,Seconds,1
Introduction to computer vision concepts,818298a3-ae85-434b-a6d3-19893a5c4d93,Online Course,Completed,,2/16/2026,2040,Seconds,1
